#Table1
g,i,r,z
24.04448,20.97864,22.40148,1.008794
24.25245,20.99389,22.24343,1.008049
22.42547,21.53218,21.65976,1.009023
23.8138,22.27341,22.53572,1.009633
22.88876,21.70372,22.22539,1.008233
22.24809,21.21306,21.51599,1.007858
23.19021,22.07906,22.49282,1.006602
24.28785,23.1772,23.19772,1.007952
22.40641,21.03439,21.83696,1.009027
22.6508,21.47608,21.79084,1.007389
22.23626,21.23817,21.7042,1.007214
22.72677,21.98171,22.58676,1.006874
23.58003,20.67091,21.98482,1.007149
21.91605,21.5221,22.80349,1.007465
22.49458,21.36259,21.99748,1.007433
23.54148,21.03872,22.04912,1.00995
21.82661,21.67945,21.90628,1.0092
21.56418,21.15986,21.45531,1.00887
25.34546,20.86714,22.22402,1.006963
22.36744,20.55879,21.55111,1.009745
24.47526,20.98199,22.24261,1.00946
22.13213,22.02181,22.11352,1.007014
23.05462,21.74798,22.35211,1.007999
23.7133,22.36119,22.64891,1.008901
23.17633,21.8683,22.58092,1.009955
23.201,21.95709,22.4364,1.007931
22.40981,21.80956,21.88081,1.008619
22.64618,21.67092,22.13805,1.007279
22.22122,20.87045,21.59299,1.007284
23.15243,22.10824,22.59476,1.007443
22.68137,22.12703,22.70238,1.00904
23.07748,21.17654,22.74005,1.006537
23.93772,20.22497,21.2461,1.007251
22.26097,20.43678,21.5782,1.006917
23.15012,21.16209,21.6608,1.008645
22.8184,21.79747,22.43569,1.007052
23.78874,20.3399,21.90585,1.007615
22.36296,21.45512,21.98459,1.00693
23.09623,21.50723,22.5395,1.00759
22.34327,21.46445,21.86516,1.009686
23.16665,21.50881,22.16013,1.008484
22.67263,20.70284,21.76632,1.006423
23.68461,21.42951,22.75124,1.00787
22.63588,21.46607,22.04298,1.008122
21.91296,20.89379,21.53329,1.007414
22.06256,21.54517,21.79315,1.008524
22.74648,21.49758,22.35075,1.008303
21.19851,20.63364,20.98022,1.009163
22.85465,21.74437,22.04116,1.008355
22.51512,21.21886,21.73642,1.009152
22.79668,22.06453,22.16366,1.008747
23.02624,21.8737,22.30341,1.008202
22.98041,21.62862,22.14243,1.009426
21.85603,20.61746,21.25962,1.009655
22.59587,21.48032,21.9265,1.006836
22.92838,21.86765,22.75483,1.008283
23.01784,21.9073,22.32532,1.006559
23.66756,21.79576,22.51694,1.008917
22.98372,21.69747,22.32349,1.007554
22.55595,21.43272,22.37266,1.007097
23.29557,22.5136,22.52033,1.009712
22.46676,21.70416,22.27487,1.009094
23.28702,22.22913,22.84043,1.006414
22.56984,21.23262,22.30623,1.008738
22.7667,21.33893,21.95536,1.00973
22.64682,22.16054,23.03658,1.007545
22.00887,20.51288,21.47791,1.00878
22.1176,22.03253,22.18338,1.008382
23.37026,21.12369,22.36933,1.008229
21.99064,21.33355,21.71142,1.008688
22.3778,21.592,22.11588,1.009943
22.75448,21.25983,21.27234,1.007717
23.29572,22.73394,23.71502,1.006513
22.97024,21.60111,22.28179,1.0083
22.26423,21.01137,21.60513,1.008984
22.40044,21.79426,22.24087,1.0068
23.8042,21.82281,22.59048,1.007213
22.3989,21.47207,22.00625,1.008463
22.19427,20.81934,21.60859,1.008464
21.98795,20.53813,21.73449,1.008858
22.40967,20.48813,21.5236,1.00785
21.9885,21.68311,22.16182,1.006551
23.53503,21.51793,22.66864,1.008107
23.53162,21.18866,22.47049,1.008579
23.16017,21.40362,21.82297,1.009102
23.36283,21.2876,21.79134,1.008742
22.40103,21.46076,22.32943,1.008377
24.00425,22.14363,23.51946,1.007879
22.79929,21.90892,22.31151,1.006595
21.54324,20.8644,21.25535,1.009971
22.80462,22.44252,22.28773,1.009612
22.58331,21.3053,21.78191,1.006867
22.46626,21.28201,21.82785,1.008356
23.59302,20.9169,22.21426,1.007121
22.61604,21.34106,22.16747,1.007851
23.36788,22.13214,22.11744,1.009193
22.60297,21.834,21.9821,1.007308
22.24038,21.00117,21.78209,1.008943
22.55748,21.2554,22.16161,1.009654
22.40191,21.24736,22.49342,1.007513
22.33573,21.39129,22.05359,1.008498
22.74672,22.73094,22.91951,1.008994
24.72017,21.79583,22.941,1.009338
22.84718,21.02015,21.50121,1.0083
23.64615,21.36237,22.38833,1.007506
22.71608,21.29184,21.86627,1.007795
22.42554,21.78595,21.82514,1.008167
22.33972,21.51204,21.91707,1.008276
22.82944,21.55212,22.17435,1.00653
22.95372,21.5917,22.55016,1.007513
22.91053,22.00056,22.32442,1.009527
22.56837,21.42586,21.8608,1.009057
24.00166,24.11035,23.11688,1.007773
22.771,21.81563,22.13167,1.009748
21.73223,20.5022,21.18225,1.007424
22.1849,20.86924,21.443,1.006481
23.16622,20.97844,22.29389,1.007568
22.72704,21.67872,22.03136,1.007567
22.54622,21.50186,21.94474,1.008708
22.6715,21.25112,21.62094,1.006495
22.50275,21.48611,21.90487,1.008299
21.40128,18.40332,20.7651,1.006816
22.33551,21.38081,21.79574,1.006538
22.9526,21.54929,22.04263,1.007221
23.14672,22.16903,22.51869,1.006718
23.49637,22.09946,22.14194,1.009833
22.5891,21.25937,22.26044,1.008036
23.98188,21.65928,22.78345,1.007475
22.71435,21.72244,22.21951,1.009231
22.84287,21.36526,22.34811,1.009909
21.81206,21.27744,21.60673,1.006858
22.12069,21.06492,21.52947,1.006307
23.03093,21.53139,22.18635,1.00697
23.66882,21.27181,22.29859,1.008152
22.82042,21.75663,22.05235,1.006594
23.14576,21.35567,22.33377,1.008025
21.83997,21.70033,21.93244,1.006682
21.82932,21.68499,21.88956,1.007428
23.80151,20.92827,22.06723,1.008826
22.69736,21.06626,21.73711,1.009555
24.27501,22.60966,24.91282,1.008746
23.06131,21.54554,22.04494,1.009712
22.48446,21.36778,22.05549,1.008667
22.59835,22.04337,22.78231,1.009757
23.00571,21.83319,22.47661,1.006565
20.99173,20.6299,20.9195,1.009758
21.31957,20.46948,21.15758,1.007081
22.72924,21.68106,22.7597,1.00908
22.38734,21.32317,21.62367,1.008924
22.56623,21.91091,22.19515,1.007108
22.32301,21.08171,22.09975,1.007957
22.74163,21.61811,22.35876,1.009074
21.61295,21.15422,21.2069,1.008106
23.73835,21.31204,22.59605,1.009283
24.26976,20.578,21.61544,1.008602
22.16238,21.69425,22.05042,1.007048
21.95764,21.61549,21.89109,1.007875
22.10126,21.91556,22.25599,1.007353
21.74122,21.36252,21.7096,1.006822
26.64711,21.54097,23.10378,1.009809
24.95619,21.13728,22.59463,1.007348
